CDM_SOURCE,CDM_TBL,CDM_TBL_COLUMN_NAME,SRC_CODE,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,11,Medicare  (Managed  Care),280,Medicare,Payer,PHDSC,Payer,S,11
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,11,Medicare  (Managed  Care),280,Medicare,Payer,PHDSC,Payer,S,11
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,111,Medicare  HMO,280,Medicare,Payer,PHDSC,Payer,S,111
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,111,Medicare  HMO,280,Medicare,Payer,PHDSC,Payer,S,111
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,112,Medicare  PPO,280,Medicare,Payer,PHDSC,Payer,S,112
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,112,Medicare  PPO,280,Medicare,Payer,PHDSC,Payer,S,112
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,113,Medicare  POS,280,Medicare,Payer,PHDSC,Payer,S,113
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,113,Medicare  POS,280,Medicare,Payer,PHDSC,Payer,S,113
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,119,Medicare  Managed  Care  Other,280,Medicare,Payer,PHDSC,Payer,S,119
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,119,Medicare  Managed  Care  Other,280,Medicare,Payer,PHDSC,Payer,S,119
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,12,Medicare  (Non-managed  Care),280,Medicare,Payer,PHDSC,Payer,S,12
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,12,Medicare  (Non-managed  Care),280,Medicare,Payer,PHDSC,Payer,S,12
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,121,Medicare  FFS,280,Medicare,Payer,PHDSC,Payer,S,121
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,121,Medicare  FFS,280,Medicare,Payer,PHDSC,Payer,S,121
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,122,Medicare  Drug  Benefit,280,Medicare,Payer,PHDSC,Payer,S,122
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,122,Medicare  Drug  Benefit,280,Medicare,Payer,PHDSC,Payer,S,122
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,123,Medicare  Medical  Savings  Account  (MSA),280,Medicare,Payer,PHDSC,Payer,S,123
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,123,Medicare  Medical  Savings  Account  (MSA),280,Medicare,Payer,PHDSC,Payer,S,123
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,129,Medicare  Non-managed  Care  Other,280,Medicare,Payer,PHDSC,Payer,S,129
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,129,Medicare  Non-managed  Care  Other,280,Medicare,Payer,PHDSC,Payer,S,129
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,13,Medicare  Hospice,280,Medicare,Payer,PHDSC,Payer,S,13
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,13,Medicare  Hospice,280,Medicare,Payer,PHDSC,Payer,S,13
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,14,Dual  Eligibility  Medicare/Medicaid  Organization,0,null,Payer,PHDSC,Payer,S,14
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,14,Dual  Eligibility  Medicare/Medicaid  Organization,0,null,Payer,PHDSC,Payer,S,14
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,19,Medicare  Other,280,Medicare,Payer,PHDSC,Payer,S,19
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,19,Medicare  Other,280,Medicare,Payer,PHDSC,Payer,S,19
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,191,Medicare  Pharmacy  Benefit  Manager,280,Medicare,Payer,PHDSC,Payer,S,191
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,191,Medicare  Pharmacy  Benefit  Manager,280,Medicare,Payer,PHDSC,Payer,S,191
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,2,MEDICAID,289,Medicaid,Payer,PHDSC,Payer,S,2
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,2,MEDICAID,289,Medicaid,Payer,PHDSC,Payer,S,2
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,21,Medicaid  (Managed  Care),289,Medicaid,Payer,PHDSC,Payer,S,21
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,21,Medicaid  (Managed  Care),289,Medicaid,Payer,PHDSC,Payer,S,21
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,211,Medicaid  HMO,289,Medicaid,Payer,PHDSC,Payer,S,211
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,211,Medicaid  HMO,289,Medicaid,Payer,PHDSC,Payer,S,211
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,212,Medicaid  PPO,289,Medicaid,Payer,PHDSC,Payer,S,212
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,212,Medicaid  PPO,289,Medicaid,Payer,PHDSC,Payer,S,212
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,213,Medicaid  PCCM  (Primary  Care  Case  Management),289,Medicaid,Payer,PHDSC,Payer,S,213
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,213,Medicaid  PCCM  (Primary  Care  Case  Management),289,Medicaid,Payer,PHDSC,Payer,S,213
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,219,Medicaid  Managed  Care  Other,289,Medicaid,Payer,PHDSC,Payer,S,219
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,219,Medicaid  Managed  Care  Other,289,Medicaid,Payer,PHDSC,Payer,S,219
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,22,Medicaid  (Non-managed  Care  Plan),289,Medicaid,Payer,PHDSC,Payer,S,22
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,22,Medicaid  (Non-managed  Care  Plan),289,Medicaid,Payer,PHDSC,Payer,S,22
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,23,Medicaid/SCHIP,289,Medicaid,Payer,PHDSC,Payer,S,23
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,23,Medicaid/SCHIP,289,Medicaid,Payer,PHDSC,Payer,S,23
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,24,Medicaid  Applicant,289,Medicaid,Payer,PHDSC,Payer,S,24
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,24,Medicaid  Applicant,289,Medicaid,Payer,PHDSC,Payer,S,24
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,25,Medicaid  -  Out  of  State,289,Medicaid,Payer,PHDSC,Payer,S,25
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,25,Medicaid  -  Out  of  State,289,Medicaid,Payer,PHDSC,Payer,S,25
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,26,Medicaid  �  Long  Term  Care,289,Medicaid,Payer,PHDSC,Payer,S,26
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,26,Medicaid  �  Long  Term  Care,289,Medicaid,Payer,PHDSC,Payer,S,26
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,29,Medicaid  Other,289,Medicaid,Payer,PHDSC,Payer,S,29
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,29,Medicaid  Other,289,Medicaid,Payer,PHDSC,Payer,S,29
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,291,Medicaid  Pharmacy  Benefit  Manager,289,Medicaid,Payer,PHDSC,Payer,S,291
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,291,Medicaid  Pharmacy  Benefit  Manager,289,Medicaid,Payer,PHDSC,Payer,S,291
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,299,Medicaid  -  Dental,289,Medicaid,Payer,PHDSC,Payer,S,299
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,299,Medicaid  -  Dental,289,Medicaid,Payer,PHDSC,Payer,S,299
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3,OTHER  GOVERNMENT  (Federal/State/Local)  (excluding  Department  of  Corrections),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3,OTHER  GOVERNMENT  (Federal/State/Local)  (excluding  Department  of  Corrections),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,31,Department  of  Defense,375,Department of Defense,Payer,PHDSC,Payer,S,31
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,31,Department  of  Defense,375,Department of Defense,Payer,PHDSC,Payer,S,31
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,311,TRICARE  (CHAMPUS),375,Department of Defense,Payer,PHDSC,Payer,S,311
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,311,TRICARE  (CHAMPUS),375,Department of Defense,Payer,PHDSC,Payer,S,311
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3111,TRICARE  Prime�HMO,375,Department of Defense,Payer,PHDSC,Payer,S,3111
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3111,TRICARE  Prime�HMO,375,Department of Defense,Payer,PHDSC,Payer,S,3111
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3112,TRICARE  Extra�PPO,375,Department of Defense,Payer,PHDSC,Payer,S,3112
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3112,TRICARE  Extra�PPO,375,Department of Defense,Payer,PHDSC,Payer,S,3112
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3113,TRICARE  Standard  -  Fee  For  Service,375,Department of Defense,Payer,PHDSC,Payer,S,3113
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3113,TRICARE  Standard  -  Fee  For  Service,375,Department of Defense,Payer,PHDSC,Payer,S,3113
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3114,TRICARE  For  Life--Medicare  Supplement,375,Department of Defense,Payer,PHDSC,Payer,S,3114
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3114,TRICARE  For  Life--Medicare  Supplement,375,Department of Defense,Payer,PHDSC,Payer,S,3114
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3115,TRICARE  Reserve  Select,375,Department of Defense,Payer,PHDSC,Payer,S,3115
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3115,TRICARE  Reserve  Select,375,Department of Defense,Payer,PHDSC,Payer,S,3115
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3116,Uniformed  Services  Family  Health  Plan  (USFHP)  --  HMO,375,Department of Defense,Payer,PHDSC,Payer,S,3116
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3116,Uniformed  Services  Family  Health  Plan  (USFHP)  --  HMO,375,Department of Defense,Payer,PHDSC,Payer,S,3116
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3119,Department  of  Defense  -  (other),375,Department of Defense,Payer,PHDSC,Payer,S,3119
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3119,Department  of  Defense  -  (other),375,Department of Defense,Payer,PHDSC,Payer,S,3119
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,312,Military  Treatment  Facility,375,Department of Defense,Payer,PHDSC,Payer,S,312
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,312,Military  Treatment  Facility,375,Department of Defense,Payer,PHDSC,Payer,S,312
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3121,Enrolled  Prime�HMO,0,null,Payer,PHDSC,Payer,S,3121
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3121,Enrolled  Prime�HMO,0,null,Payer,PHDSC,Payer,S,3121
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3122,Non-enrolled  Space  Available,435,No Payment from an Organization/Agency/Program/Private Payer Listed,Payer,PHDSC,Payer,S,3122
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3122,Non-enrolled  Space  Available,435,No Payment from an Organization/Agency/Program/Private Payer Listed,Payer,PHDSC,Payer,S,3122
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3123,TRICARE  For  Life  (TFL),375,Department of Defense,Payer,PHDSC,Payer,S,3123
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3123,TRICARE  For  Life  (TFL),375,Department of Defense,Payer,PHDSC,Payer,S,3123
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,313,Dental  --Stand  Alone,344,Miscellaneous Program,Payer,PHDSC,Payer,S,313
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,313,Dental  --Stand  Alone,344,Miscellaneous Program,Payer,PHDSC,Payer,S,313
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32,Department  of  Veterans  Affairs,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,32
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32,Department  of  Veterans  Affairs,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,32
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,321,Veteran  care--Care  provided  to  Veterans,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,321
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,321,Veteran  care--Care  provided  to  Veterans,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,321
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3211,Direct  Care--Care  provided  in  VA  facilities,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3211
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3211,Direct  Care--Care  provided  in  VA  facilities,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3211
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3212,Indirect  Care--Care  provided  outside  VA  facilities,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3212
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3212,Indirect  Care--Care  provided  outside  VA  facilities,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3212
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32121,Fee  Basis,327,Private Health Insurance,Payer,PHDSC,Payer,S,32121
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32121,Fee  Basis,327,Private Health Insurance,Payer,PHDSC,Payer,S,32121
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32122,Foreign  Fee/Foreign  Medical  Program  (FMP),344,Miscellaneous Program,Payer,PHDSC,Payer,S,32122
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32122,Foreign  Fee/Foreign  Medical  Program  (FMP),344,Miscellaneous Program,Payer,PHDSC,Payer,S,32122
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32123,Contract  Nursing  Home/Community  Nursing  Home,327,Private Health Insurance,Payer,PHDSC,Payer,S,32123
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32123,Contract  Nursing  Home/Community  Nursing  Home,327,Private Health Insurance,Payer,PHDSC,Payer,S,32123
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32124,State  Veterans  Home,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,32124
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32124,State  Veterans  Home,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,32124
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32125,Sharing  Agreements,327,Private Health Insurance,Payer,PHDSC,Payer,S,32125
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32125,Sharing  Agreements,327,Private Health Insurance,Payer,PHDSC,Payer,S,32125
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32126,Other  Federal  Agency,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,32126
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32126,Other  Federal  Agency,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,32126
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32127,Dental  Care,344,Miscellaneous Program,Payer,PHDSC,Payer,S,32127
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32127,Dental  Care,344,Miscellaneous Program,Payer,PHDSC,Payer,S,32127
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,32128,Vision  Care,344,Miscellaneous Program,Payer,PHDSC,Payer,S,32128
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,32128,Vision  Care,344,Miscellaneous Program,Payer,PHDSC,Payer,S,32128
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,322,Non-veteran  care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,322
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,322,Non-veteran  care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,322
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3221,Civilian  Health  and  Medical  Program  for  the  VA  (CHAMPVA),375,Department of Defense,Payer,PHDSC,Payer,S,3221
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3221,Civilian  Health  and  Medical  Program  for  the  VA  (CHAMPVA),375,Department of Defense,Payer,PHDSC,Payer,S,3221
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3222,Spina  Bifida  Health  Care  Program  (SB),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3222
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3222,Spina  Bifida  Health  Care  Program  (SB),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3222
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3223,Children  of  Women  Vietnam  Veterans  (CWVV),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3223
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3223,Children  of  Women  Vietnam  Veterans  (CWVV),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3223
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3229,Other  non-veteran  care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3229
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3229,Other  non-veteran  care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,3229
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,33,Indian  Health  Service  or  Tribe,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,33
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,33,Indian  Health  Service  or  Tribe,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,33
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,331,Indian  Health  Service  �  Regular,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,331
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,331,Indian  Health  Service  �  Regular,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,331
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,332,Indian  Health  Service  �  Contract,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,332
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,332,Indian  Health  Service  �  Contract,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,332
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,333,Indian  Health  Service  -  Managed  Care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,333
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,333,Indian  Health  Service  -  Managed  Care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,333
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,334,Indian  Tribe  -  Sponsored  Coverage,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,334
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,334,Indian  Tribe  -  Sponsored  Coverage,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,334
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,34,HRSA  Program,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,34
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,34,HRSA  Program,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,34
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,341,Title  V  (MCH  Block  Grant),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,341
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,341,Title  V  (MCH  Block  Grant),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,341
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,342,Migrant  Health  Program,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,342
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,342,Migrant  Health  Program,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,342
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,343,Ryan  White  Act,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,343
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,343,Ryan  White  Act,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,343
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,349,Other,435,No Payment from an Organization/Agency/Program/Private Payer Listed,Payer,PHDSC,Payer,S,349
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,349,Other,435,No Payment from an Organization/Agency/Program/Private Payer Listed,Payer,PHDSC,Payer,S,349
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,35,Black  Lung,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,35
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,35,Black  Lung,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,35
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,36,State  Government,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,36
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,36,State  Government,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,36
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,361,State  SCHIP  program  (codes  for  individual  states),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,361
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,361,State  SCHIP  program  (codes  for  individual  states),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,361
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,362,Specific  state  programs  (list/  local  code),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,362
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,362,Specific  state  programs  (list/  local  code),295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,362
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,369,"State,  not  otherwise  specified  (other  state)",295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,369
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,369,"State,  not  otherwise  specified  (other  state)",295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,369
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,37,Local  Government,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,37
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,37,Local  Government,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,37
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,371,Local  -  Managed  care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,371
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,371,Local  -  Managed  care,295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,371
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3711,HMO,0,HMO,Payer,PHDSC,Payer,S,3711
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3711,HMO,0,HMO,Payer,PHDSC,Payer,S,3711
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3712,PPO,0,PPO,Payer,PHDSC,Payer,S,3712
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3712,PPO,0,PPO,Payer,PHDSC,Payer,S,3712
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,3713,POS,0,POS,Payer,PHDSC,Payer,S,3713
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,3713,POS,0,POS,Payer,PHDSC,Payer,S,3713
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,372,FFS/Indemnity,327,Private Health Insurance,Payer,PHDSC,Payer,S,372
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,372,FFS/Indemnity,327,Private Health Insurance,Payer,PHDSC,Payer,S,372
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,379,"Local,  not  otherwise  specified  (other  local,  county)",295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,379
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,379,"Local,  not  otherwise  specified  (other  local,  county)",295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,379
PCORnet,ENCOUNTER,PAYER_TYPE_PRIMARY,38,"Other  Government  (Federal,  State,  Local  not  specified)",295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,38
PCORnet,ENCOUNTER,PAYER_TYPE_SECONDARY,38,"Other  Government  (Federal,  State,  Local  not  specified)",295,"Other Government Federal/State/Local, excluding Department of Corrections",Payer,PHDSC,Payer,S,38
