Manufacturer,Model,Vendor Analyte Name,Vendor Specimen Description,Vendor Result Description,LOINC Code,LOINC long Name,Vendor Analyte Code,Vendor Comment,Vendor Reference ID,Equipment UID,Equipment UID Type,Component,Property,Time,System,Scale,Method,Publication Version ID
PlexBio,IntelliPlex SARS-CoV-2 Detection Kit*,SARS-CoV-2 RNA,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)
anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate swabs (871810001^Mid-turbinate nasal swab^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
nasopharyngeal wash/aspirate (258467004^Nasopharyngeal washings^SCT or 258411007^Nasopharyngeal aspirate^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage (BAL) specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 positive (260373001^Detected^SCT)
SARS-CoV-2 negative (260415000^Not Detected^SCT)
Assay was not valid due to external or internal control failure (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)""",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200630
PreciGenome LLC,FastPlex Triplex SARS-CoV-2 detection kit*,SARS-CoV-2 RNA,"oropharyngeal swabs (258529004^Throat swab^SCT)
bronchoalveolar lavage samples (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not detected (260415000^Not Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200630
PreciGenome,FastPlex Triplex SARS-CoV-2 detection kit*,SARS-CoV-2 RNA,"oropharyngeal swabs (258529004^Throat swab^SCT)
bronchoalveolar lavage samples (258607008^Bronchoalveolar lavage fluid sample^SCT)
nasal swabs (445297001^Swab of internal nose^SCT)
mid-turbinate nasal swabs (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)","SARS-CoV-2 Detected (260373001^Detected^SCT)
SARS-CoV-2 Not detected (260415000^Not Detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS-CoV-2 (COVID-19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200630
Primerdesign,Primerdesign Ltd COVID-19 genesig? Real-Time PCR assay*,COVID-19 Result Interpretation,Oropharyngeal Swabs (258529004^Throat swab^SCT),"SARS-CoV-2 Positive (260373001^Detected^SCT)
SARS-CoV-2 Negative (260415000^Not detected^SCT)
Result invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
"Psomagen, Inc.",Psoma COVID-19 RT Test*,SARS-CoV-2 Result Interpretation,"upper respiratory specimens such as
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive SARS-CoV-2 (260373001^Detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not Detected (260415000^Not Detected^SCT)
NA (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
Psomagen,Psoma COVID-19 RT Test*,SARS-CoV-2 Result Interpretation,"upper respiratory specimens such as
nasal swab (445297001^Swab of internal nose^SCT)
mid-turbinate swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
bronchoalveolar lavage specimens (258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive SARS-CoV-2 (260373001^Detected^SCT)
SARS-CoV-2 Inconclusive (419984006^Inconclusive^SCT)
SARS-CoV-2 Not Detected (260415000^Not Detected^SCT)
NA (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS-CoV-2 (COVID-19) N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200707
QIAGEN GmbH,QIAstat-Dx Respiratory SARS-CoV-2 Panel*,SARS-CoV-2,nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT),"Detected (260373001^Detected^SCT)
Equivocal (42425007^Equivocal^SCT or 419984006^Inconclusive^SCT)
Not Detected (260415000^Not detected^SCT)",94759-8,SARS coronavirus 2 RNA [Presence] in Nasopharynx by NAA with probe detection,,"Only the SARS-CoV-2 assay of the panel is included in the document; for information on the full QIAstat-Dx Respiratory Panel and the list of respiratory pathogens included, visit the manufacturer's website: https://qiastat-dx.com/na/wp-content/uploads/sites/2/2020/03/PROM-15991-001_1121484_FLY_QIAstat-Dx-Respiratory-SARS-CoV-2-EUA_0320_US.pdf",,,,SARS coronavirus 2 RNA,PrThr,Pt,Nph,Ord,Probe.amp.tar,20200617
Quest Diagnostics,Quest SARS-CoV-2 rRT-PCR,nCoV-N1,"upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
tracheal aspirates (445447003^Specimen from trachea obtained by aspiration^SCT)
and bronchoalveolar lavage/wash (258607008^Bronchoalveolar lavage fluid sample^SCT)).","allowed results are:
Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
",94307-6,SARS Coronavirus 2 N gene [Presence] in Unspecified specimen by Nucleic acid amplification using primer-probe set N1,,,,,,SARS Coronavirus 2 N gene,PrThr,PT,XXX,Ord,Probe.amp.tar.primer-probe set N1,20200428
Quest Diagnostics,Quest SARS-CoV-2 rRT-PCR,nCoV-N2,"upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
tracheal aspirates (445447003^Specimen from trachea obtained by aspiration^SCT)
and bronchoalveolar lavage/wash (258607008^Bronchoalveolar lavage fluid sample^SCT)).","allowed results are:
Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
",94308-4,SARS Coronavirus 2 N gene [Presence] in Unspecified specimen by Nucleic acid amplification using primer-probe set N2,,,,,,SARS Coronavirus 2 N gene,PrThr,PT,XXX,Ord,Probe.amp.tar.primer-probe set N2,20200428
Quest Diagnostics,Quest SARS-CoV-2 rRT-PCR,SARS-Cov-2 Result Interpretation,"upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
tracheal aspirates (445447003^Specimen from trachea obtained by aspiration^SCT)
and bronchoalveolar lavage/wash (258607008^Bronchoalveolar lavage fluid sample^SCT)).","allowed results are:
Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Quest Diagnostics,SARS-CoV-2 rRT-PCR,nCoV-N1,"upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
tracheal aspirates (445447003^Specimen from trachea obtained by aspiration^SCT)
and bronchoalveolar lavage/wash (258607008^Bronchoalveolar lavage fluid sample^SCT)).","allowed results are:
Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
",94307-6,SARS Coronavirus 2 N gene [Presence] in Unspecified specimen by Nucleic acid amplification using primer-probe set N1,,,,,,SARS Coronavirus 2 N gene,PrThr,PT,XXX,Ord,Probe.amp.tar.primer-probe set N1,20200428
Quest Diagnostics,SARS-CoV-2 rRT-PCR,nCoV-N2,"upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
tracheal aspirates (445447003^Specimen from trachea obtained by aspiration^SCT)
and bronchoalveolar lavage/wash (258607008^Bronchoalveolar lavage fluid sample^SCT)).","allowed results are:
Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
",94308-4,SARS Coronavirus 2 N gene [Presence] in Unspecified specimen by Nucleic acid amplification using primer-probe set N2,,,,,,SARS Coronavirus 2 N gene,PrThr,PT,XXX,Ord,Probe.amp.tar.primer-probe set N2,20200428
Quest Diagnostics,CoV-2 rRT-PCR,SARS-Cov-2 Result Interpretation,"upper and lower respiratory specimens (such as
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
tracheal aspirates (445447003^Specimen from trachea obtained by aspiration^SCT)
and bronchoalveolar lavage/wash (258607008^Bronchoalveolar lavage fluid sample^SCT)).","allowed results are:
Detected (260373001^Detected^SCT)
Not Detected (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Quest Diagnostics,"SARS-CoV-2 Antibodies, Immunoassay",SARS-CoV-2 Antibodies Interpretation,"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)
Whole Blood (258580003^Whole blood sample^SCT)??","Not Detected (260385009^Negative^SCT)
Recent Exposure => (PLR4348^Evidence of recent infection^PLR ?or use LOINC answer code: LA28482-0^Recent infection^LN)
Past Exposure (PLR4349^Evidence of past infection^PLR or use LOINC answer code: LA28481-2^Past infection^LN)
Inconclusive (419984006^Inconclusive^LN)",94661-6,SARS coronavirus 2 Ab [Interpretation] in Serum or Plasma,86028569,,,,,SARS coronavirus 2 Ab,Imp,Pt,Ser/Plas,Nom,,20200617
Quest Diagnostics,"SARS-CoV-2 Antibodies, Immunoassay",SARS CoV 2 AB (IgA),"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)
Whole Blood (258580003^Whole blood sample^SCT)??","Positive (10828004^Positive^SCT)
Negative (260385009^Negative^SCT)",94562-6,SARS coronavirus 2 IgA Ab [Presence] in Serum or Plasma by Immunoassay,86028567,,,,,SARS coronavirus 2 Ab.IgA,PrThr,Pt,Ser/Plas,Ord,IA,20200428
Quest Diagnostics,"SARS-CoV-2 Antibodies, Immunoassay",SARS CoV 2 AB (IgG),"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)
Whole Blood (258580003^Whole blood sample^SCT)??","Positive (10828004^Positive^SCT)
Negative (260385009^Negative^SCT)",94563-4,SARS coronavirus 2 IgG Ab [Presence] in Serum or Plasma by Immunoassay,86028566,,,,,SARS coronavirus 2 Ab.IgG,PrThr,Pt,Ser/Plas,Ord,IA,20200428
Quest Diagnostics,"SARS-CoV-2 Antibodies, Immunoassay",SARS CoV 2 AB (IgM),"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)
Whole Blood (258580003^Whole blood sample^SCT)??","Positive (10828004^Positive^SCT)
Negative (260385009^Negative^SCT)
Any others???",94564-2,SARS coronavirus 2 IgM Ab [Presence] in Serum or Plasma by Immunoassay,86028568,,,,,SARS coronavirus 2 Ab.IgM,PrThr,Pt,Ser/Plas,Ord,IA,20200428
Quidel,Lyra? 52 SARS-CoV-2 Assay,"SARS-CoV-2 Result
Interpretation","nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)","SARS-CoV-2 Virus Viral RNA detected (260373001^Detected^SCT)
No SARS-CoV-2 viral RNA detected; PRC Detected (260415000^Not detected^SCT)
No SARS-CoV-2 viral RNA detected and no PRC detected (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200617
Quidel,Sofia 2 SARS Antigen FIA,SARS-CoV-2 Ag (nucleocapsid protein),"Nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
Nasal swab (445297001^Swab of internal nose^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",95209-3,SARS coronavirus+SARS coronavirus 2 Ag [Presence] in Respiratory specimen by Rapid immunoassay,,,,,,SARS coronavirus+SARS coronavirus 2 Ag,PrThr,Pt,Respiratory,Ord,IA.rapid,20200617
Rheonix Inc.,Rheonix COVID-19 MDx Assay*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
nasal wash (433871000124101^Nasal washings^SCT)
bronchoalveolar lavage(258607008^Bronchoalveolar lavage fluid sample^SCT)","Positive SARS-CoV-2 (260373001^Detected^SCT)
Negative SARS-CoV-2 (260415000^Not Detected^SCT)
Indeterminate (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94756-4,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by Nucleic acid amplification using CDC primer-probe set N1,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar.primer-probe set N1,20200512
Roche, cobas? 6800/8800 Systems,cobas? SARS-CoV-2,"nasopharyngeal (NP) swabs (258500001^Nasopharyngeal swab^SCT) 
oropharyngeal (OP) swabs (258529004^Throat swab^SCT)","SARS-CoV-2 RNA is Detected (260373001^Detected^SCT)
SARS-CoV-2 RNA is Presumptive Positive (720735008^Presumptive positive^SCT)
SARS-CoV-2 RNA is Not Detected (260415000^Not detected^SCT)
Invalid Result (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,SARS-COV-2^SARSCOV-2^99ROC,,SARS-CoV-2,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
Roche,Elecsys Anti-SARS-CoV-2 (cobas? Systems),Anti-SARS-CoV2 antibodies,"Serum (119364003^Serum specimen^SCT)
Plasma (119361006^Plasma specimen^SCT)","Positive (10828004^Positive^SCT)
Negative (260385009^Negative^SCT)",94762-2,SARS coronavirus 2 Ab [Presence] in Serum or Plasma by Immunoassay,,,,,,SARS coronavirus 2 Ab,PrThr,Pt,Ser/Plas,Ord,IA,20200512
RTA,Diagnovital SARS-CoV-2 Real-Time PCR Kit*,SARS-CoV-2 RNA,"anterior nasal swab (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
nasopharyngeal wash/aspirates (258411007^Nasopharyngeal aspirate^SCT or 258467004^Nasopharyngeal washings^SCT)
nasal aspirates (429931000124105^Nasal aspirate specimen^SCT)
bronchoalveolar lavage (BAL) (258607008^Bronchoalveolar lavage fluid sample^SCT)","Negative for SARS-CoV-2 (260415000^Not detected^SCT)
Positive for SARS-CoV-2 (260373001^Detected^SCT)
Presumptive positive (720735008^Presumptive positive^SCT
Invalid (455371000124106^Invalid result^SCT)",94500-6,SARS-CoV-2 (COVID19) RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200617
Rutgers Clinical Genomics Laboratory-Rutgers University,LDT: ThermoFisher - Applied Biosystems TaqPath COVID-19 Combo Kit*,,"Oropharyngeal swab (258529004^Throat swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
anterior nasal swab (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Rutgers Clinical Genomics Laboratory-Rutgers University,LDT: ThermoFisher - Applied Biosystems TaqPath COVID-19 Combo Kit - Saliva*,,saliva (119342007^Saliva specimen^SCT),"Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)",94845-5,SARS coronavirus 2 RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Saliva,Ord,Probe.amp.tar,20200519
Rutgers Clinical Genomics Laboratory-Rutgers University,ThermoFisher - Applied Biosystems TaqPath COVID-19 Combo Kit*,,"Oropharyngeal swab (258529004^Throat swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
anterior nasal swab (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swab (871810001^Mid-turbinate nasal swab^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200519
Rutgers Clinical Genomics Laboratory-Rutgers University,ThermoFisher - Applied Biosystems TaqPath COVID-19 Combo Kit - Saliva*,,saliva (119342007^Saliva specimen^SCT),"Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Inconclusive (419984006^Inconclusive^SCT)",94845-5,SARS coronavirus 2 RNA [Presence] in Saliva (oral fluid) by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Saliva,Ord,Probe.amp.tar,20200519
Sansure BioTech Inc.,Novel Coronavirus (2019-nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Probing)*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
nasal wash (433871000124101^Nasal washings^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Sansure BioTech,Novel Coronavirus (2019-nCoV) Nucleic Acid Diagnostic Kit (PCR-Fluorescence Probing)*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
nasal wash (433871000124101^Nasal washings^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
ScienCell,SARS-CoV-2 Coronavirus Real-time RT-PCR (RT-qPCR) Detection Kit*,SARS-CoV Results Interpretation,"nasal swab (445297001^Swab of internal nose^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swab (258529004^Throat swab^SCT)
bronchoalveolar lavage (258607008^Bronchoalveolar lavage fluid sample^SCT)","SARS-CoV-2 RNA detected (260373001^Detected^SCT)
SARS-CoV-2 RNA not detected (260415000^Not detected^SCT)
Invalid result  (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94533-7,SARS coronavirus 2 N gene [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 N gene,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200428
SD Biosensor Inc.,STANDARD M nCoV Real-Time Detection Kit*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)","POSITIVE (260373001^Detected^SCT)
PRESUMPTIVE POSITIVE (720735008^Presumptive positive^SCT)
NEGATIVE (260415000^Not detected^SCT)
INVALID (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
SD Biosensor,STANDARD M nCoV Real-Time Detection Kit*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)","POSITIVE (260373001^Detected^SCT)
PRESUMPTIVE POSITIVE (720735008^Presumptive positive^SCT)
NEGATIVE (260415000^Not detected^SCT)
INVALID (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
SEASUN Biomaterials,U-TOP COVID-19 Detection Kit*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
sputum (119334006^Sputum specimen^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
SEASUN Biomaterials,AQ-TOP COVID-19 Rapid Detection Kit*,SARS-CoV-2,"Nasal swab (445297001^Swab of internal nose^SCT)
Mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swab (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
nasopharyngeal wash (258467004^Nasopharyngeal washings^SCT)
nasopharyngeal aspirate (258411007^Nasopharyngeal aspirate^SCT)
nasal aspirate (429931000124105^Nasal aspirate specimen^SCT)
BAL (258607008^Bronchoalveolar lavage fluid sample^SCT)
sputum (119334006^Sputum specimen^SCT)","Positive (260373001^Detected^SCT)
Negative (260415000^Not detected^SCT)
Invalid (455371000124106^Invalid result^SCT)",94559-2,SARS coronavirus 2 ORF1ab region [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 ORF1ab region,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200526
Seegene Inc.,Allplex 2019-nCoV Assay*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combo swab: 433801000124107^Nasopharyngeal and oropharyngeal swab^SCT?
sputum (119334006^Sputum specimen^SCT)","POSITIVE (260373001^Detected^SCT)
PRESUMPTIVE POSITIVE (720735008^Presumptive positive^SCT)
NEGATIVE (260415000^Not detected^SCT)
INVALID (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
Seegene,Allplex 2019-nCoV Assay*,SARS-CoV-2 Result Interpretation,"anterior nasal swabs (697989009^Anterior nares swab^SCT)
mid-turbinate nasal swabs(871810001^Mid-turbinate nasal swab^SCT)
nasopharyngeal swabs (258500001^Nasopharyngeal swab^SCT)
oropharyngeal swabs (258529004^Throat swab^SCT)
combo swab: 433801000124107^Nasopharyngeal and oropharyngeal swab^SCT?
sputum (119334006^Sputum specimen^SCT)","POSITIVE (260373001^Detected^SCT)
PRESUMPTIVE POSITIVE (720735008^Presumptive positive^SCT)
NEGATIVE (260415000^Not detected^SCT)
INVALID (455371000124106^Invalid result^SCT or 125154007^Specimen unsatisfactory for evaluation^SCT)",94500-6,SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,,,,,,SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,20200512
